(960.0, 764.0)
(431.0, 765.0)
(535.0, 765.0)
(144.0, 766.0)
(368.0, 766.0)
(879.0, 766.0)
(881.0, 766.0)
(572.0, 767.0)
(562.0, 768.0)
(880.0, 768.0)
(891.0, 768.0)
(193.0, 769.0)
(203.0, 769.0)
(375.0, 769.0)
(565.0, 769.0)
(894.0, 769.0)
(196.0, 770.0)
(521.0, 770.0)
(579.0, 770.0)
(876.0, 770.0)
(882.0, 770.0)
(206.0, 771.0)
(881.0, 772.0)
(622.0, 774.0)
(108.0, 775.0)
(373.0, 775.0)
(713.0, 775.0)
(886.0, 775.0)
(186.0, 776.0)
(383.0, 777.0)
(584.0, 777.0)
(892.0, 777.0)
(132.0, 778.0)
(187.0, 778.0)
(593.0, 778.0)
(633.0, 778.0)
(189.0, 779.0)
(723.0, 779.0)
(95.0, 780.0)
(182.0, 780.0)
(1048.0, 780.0)
(1062.0, 780.0)
(393.0, 781.0)
(185.0, 783.0)
(332.0, 783.0)
(950.0, 783.0)
(1061.0, 783.0)
(1065.0, 784.0)
(561.0, 785.0)
(953.0, 785.0)
(124.0, 786.0)
(1076.0, 786.0)
(1079.0, 786.0)
(1072.0, 787.0)
(174.0, 788.0)
(1082.0, 788.0)
(1097.0, 788.0)
(947.0, 789.0)
(977.0, 789.0)
(120.0, 790.0)
(122.0, 790.0)
(178.0, 790.0)
(590.0, 790.0)
(1077.0, 790.0)
(1098.0, 790.0)
(170.0, 792.0)
(951.0, 792.0)
(1080.0, 792.0)
(631.0, 793.0)
(990.0, 793.0)
(1094.0, 793.0)
(173.0, 794.0)
(987.0, 794.0)
(775.0, 795.0)
(1094.0, 795.0)
(945.0, 796.0)
(990.0, 796.0)
(1476.0, 796.0)
(112.0, 797.0)
(893.0, 797.0)
(949.0, 797.0)
(325.0, 798.0)
(1112.0, 798.0)
(785.0, 799.0)
(941.0, 799.0)
(948.0, 799.0)
(999.0, 799.0)
(1106.0, 799.0)
(162.0, 800.0)
(657.0, 800.0)
(1002.0, 800.0)
(1112.0, 800.0)
(165.0, 802.0)
(604.0, 802.0)
(984.0, 802.0)
(1107.0, 802.0)
(158.0, 803.0)
(601.0, 803.0)
(607.0, 803.0)
(951.0, 803.0)
(988.0, 803.0)
(501.0, 804.0)
(855.0, 805.0)
(161.0, 806.0)
(609.0, 806.0)
(858.0, 807.0)
(677.0, 808.0)
(851.0, 808.0)
(980.0, 808.0)
(623.0, 809.0)
(522.0, 810.0)
(619.0, 810.0)
(979.0, 810.0)
(985.0, 810.0)
(149.0, 811.0)
(519.0, 811.0)
(851.0, 811.0)
(1009.0, 812.0)
(152.0, 813.0)
(497.0, 813.0)
(855.0, 813.0)
(861.0, 813.0)
(872.0, 813.0)
(1007.0, 813.0)
(318.0, 814.0)
(608.0, 814.0)
(146.0, 815.0)
(1054.0, 816.0)
(642.0, 817.0)
(693.0, 817.0)
(870.0, 817.0)
(149.0, 818.0)
(848.0, 818.0)
(1058.0, 818.0)
(1066.0, 819.0)
(1079.0, 820.0)
(761.0, 821.0)
(1053.0, 821.0)
(1077.0, 821.0)
(399.0, 822.0)
(1159.0, 822.0)
(138.0, 823.0)
(549.0, 823.0)
(709.0, 823.0)
(717.0, 823.0)
(1056.0, 823.0)
(1085.0, 824.0)
(1168.0, 825.0)
(1177.0, 825.0)
(1064.0, 827.0)
(1079.0, 827.0)
(1081.0, 827.0)
(1175.0, 827.0)
(729.0, 828.0)
(1050.0, 828.0)
(840.0, 829.0)
(1053.0, 829.0)
(312.0, 830.0)
(837.0, 830.0)
(395.0, 831.0)
(736.0, 831.0)
(1081.0, 831.0)
(545.0, 832.0)
(1079.0, 832.0)
(682.0, 833.0)
(687.0, 834.0)
(745.0, 834.0)
(1078.0, 834.0)
(1204.0, 834.0)
(834.0, 835.0)
(580.0, 836.0)
(662.0, 836.0)
(752.0, 837.0)
(1117.0, 837.0)
(1072.0, 838.0)
(1120.0, 838.0)
(572.0, 839.0)
(834.0, 839.0)
(837.0, 839.0)
(1217.0, 839.0)
(702.0, 840.0)
(1071.0, 840.0)
(1078.0, 840.0)
(80.0, 841.0)
(339.0, 841.0)
(448.0, 841.0)
(750.0, 842.0)
(706.0, 843.0)
(805.0, 843.0)
(1077.0, 843.0)
(1128.0, 843.0)
(578.0, 844.0)
(1133.0, 845.0)
(1228.0, 845.0)
(69.0, 846.0)
(725.0, 846.0)
(841.0, 846.0)
(1114.0, 846.0)
(306.0, 847.0)
(560.0, 847.0)
(720.0, 847.0)
(815.0, 847.0)
(1118.0, 847.0)
(748.0, 848.0)
(841.0, 848.0)
(975.0, 848.0)
(726.0, 849.0)
(1127.0, 849.0)
(444.0, 850.0)
(707.0, 850.0)
(722.0, 850.0)
(968.0, 850.0)
(65.0, 851.0)
(399.0, 851.0)
(1131.0, 851.0)
(958.0, 852.0)
(962.0, 852.0)
(965.0, 852.0)
(1111.0, 852.0)
(410.0, 853.0)
(676.0, 853.0)
(708.0, 853.0)
(630.0, 854.0)
(838.0, 854.0)
(1116.0, 854.0)
(486.0, 855.0)
(674.0, 855.0)
(1110.0, 855.0)
(1130.0, 855.0)
(1035.0, 856.0)
(1141.0, 856.0)
(1166.0, 856.0)
(535.0, 857.0)
(955.0, 857.0)
(968.0, 857.0)
(447.0, 858.0)
(660.0, 858.0)
(939.0, 858.0)
(942.0, 858.0)
(962.0, 858.0)
(980.0, 858.0)
(1103.0, 858.0)
(395.0, 859.0)
(742.0, 859.0)
(750.0, 859.0)
(944.0, 859.0)
(469.0, 860.0)
(528.0, 860.0)
(601.0, 860.0)
(739.0, 860.0)
(834.0, 860.0)
(654.0, 861.0)
(938.0, 861.0)
(1129.0, 861.0)
(1177.0, 861.0)
(61.0, 862.0)
(427.0, 862.0)
(944.0, 862.0)
(1088.0, 862.0)
(105.0, 863.0)
(626.0, 863.0)
(832.0, 863.0)
(860.0, 863.0)
(287.0, 864.0)
(761.0, 864.0)
(830.0, 864.0)
(515.0, 865.0)
(703.0, 865.0)
(1188.0, 865.0)
(1203.0, 865.0)
(290.0, 866.0)
(481.0, 866.0)
(937.0, 866.0)
(1193.0, 866.0)
(1200.0, 866.0)
(248.0, 867.0)
(664.0, 867.0)
(1205.0, 867.0)
(42.0, 868.0)
(662.0, 868.0)
(830.0, 868.0)
(940.0, 868.0)
(255.0, 869.0)
(827.0, 869.0)
(1201.0, 869.0)
(37.0, 870.0)
(524.0, 870.0)
(1188.0, 870.0)
(424.0, 871.0)
(469.0, 871.0)
(741.0, 871.0)
(935.0, 871.0)
(98.0, 872.0)
(248.0, 872.0)
(260.0, 872.0)
(306.0, 872.0)
(498.0, 872.0)
(1066.0, 872.0)
(1190.0, 872.0)
(256.0, 873.0)
(828.0, 873.0)
(939.0, 873.0)
(1186.0, 873.0)
(1200.0, 873.0)
(91.0, 874.0)
(741.0, 874.0)
(972.0, 874.0)
(1067.0, 874.0)
(536.0, 875.0)
(936.0, 875.0)
(962.0, 875.0)
(1077.0, 875.0)
(1189.0, 875.0)
(1204.0, 875.0)
(1319.0, 875.0)
(94.0, 876.0)
(243.0, 876.0)
(659.0, 876.0)
(748.0, 876.0)
(933.0, 876.0)
(1079.0, 876.0)
(279.0, 877.0)
(936.0, 877.0)
(1077.0, 877.0)
(1317.0, 877.0)
(646.0, 878.0)
(1151.0, 878.0)
(1234.0, 878.0)
(29.0, 879.0)
(286.0, 879.0)
(506.0, 879.0)
(857.0, 879.0)
(960.0, 879.0)
(968.0, 879.0)
(1198.0, 879.0)
(250.0, 880.0)
(834.0, 880.0)
(989.0, 880.0)
(1234.0, 880.0)
(1319.0, 880.0)
(1815.0, 880.0)
(256.0, 881.0)
(294.0, 881.0)
(519.0, 881.0)
(716.0, 881.0)
(1201.0, 881.0)
(1238.0, 881.0)
(84.0, 882.0)
(500.0, 882.0)
(636.0, 882.0)
(753.0, 882.0)
(962.0, 882.0)
(1148.0, 882.0)
(1337.0, 882.0)
(1344.0, 882.0)
(815.0, 883.0)
(1152.0, 883.0)
(1334.0, 883.0)
(86.0, 884.0)
(851.0, 884.0)
(1067.0, 884.0)
(1344.0, 884.0)
(82.0, 885.0)
(298.0, 885.0)
(532.0, 885.0)
(543.0, 885.0)
(846.0, 885.0)
(1093.0, 885.0)
(1233.0, 885.0)
(29.0, 886.0)
(712.0, 886.0)
(821.0, 886.0)
(964.0, 886.0)
(1067.0, 886.0)
(1335.0, 886.0)
(379.0, 887.0)
(625.0, 887.0)
(961.0, 887.0)
(1236.0, 887.0)
(488.0, 888.0)
(813.0, 888.0)
(828.0, 888.0)
(1080.0, 888.0)
(1344.0, 888.0)
(1092.0, 889.0)
(251.0, 890.0)
(816.0, 890.0)
(959.0, 890.0)
(1234.0, 890.0)
(1904.0, 890.0)
(574.0, 891.0)
(746.0, 891.0)
(73.0, 892.0)
(580.0, 892.0)
(613.0, 892.0)
(1003.0, 892.0)
(1005.0, 892.0)
(1257.0, 892.0)
(448.0, 893.0)
(826.0, 893.0)
(954.0, 893.0)
(1082.0, 893.0)
(1269.0, 893.0)
(22.0, 894.0)
(272.0, 894.0)
(320.0, 894.0)
(744.0, 894.0)
(1271.0, 894.0)
(708.0, 895.0)
(751.0, 895.0)
(960.0, 895.0)
(68.0, 896.0)
(439.0, 896.0)
(599.0, 896.0)
(1006.0, 896.0)
(1859.0, 896.0)
(370.0, 897.0)
(429.0, 898.0)
(592.0, 898.0)
(720.0, 898.0)
(749.0, 898.0)
(957.0, 898.0)
(1256.0, 898.0)
(508.0, 899.0)
(754.0, 899.0)
(757.0, 899.0)
(823.0, 899.0)
(840.0, 899.0)
(1268.0, 899.0)
(1279.0, 899.0)
(1869.0, 899.0)
(246.0, 900.0)
(431.0, 900.0)
(965.0, 900.0)
(1271.0, 900.0)
(421.0, 901.0)
(1072.0, 901.0)
(1083.0, 901.0)
(1806.0, 901.0)
(575.0, 902.0)
(758.0, 902.0)
(1267.0, 902.0)
(1130.0, 903.0)
(61.0, 904.0)
(753.0, 904.0)
(838.0, 904.0)
(1886.0, 904.0)
(314.0, 905.0)
(808.0, 905.0)
(1131.0, 905.0)
(1795.0, 905.0)
(365.0, 906.0)
(1002.0, 906.0)
(1136.0, 906.0)
(244.0, 907.0)
(571.0, 907.0)
(588.0, 907.0)
(806.0, 907.0)
(314.0, 908.0)
(779.0, 908.0)
(1080.0, 908.0)
(1796.0, 908.0)
(1803.0, 908.0)
(572.0, 909.0)
(809.0, 909.0)
(821.0, 909.0)
(55.0, 911.0)
(560.0, 911.0)
(789.0, 912.0)
(561.0, 913.0)
(636.0, 913.0)
(1414.0, 913.0)
(1816.0, 913.0)
(60.0, 915.0)
(1314.0, 915.0)
(66.0, 916.0)
(848.0, 916.0)
(1203.0, 916.0)
(1325.0, 916.0)
(240.0, 917.0)
(418.0, 917.0)
(553.0, 917.0)
(15.0, 918.0)
(801.0, 918.0)
(816.0, 918.0)
(1008.0, 918.0)
(47.0, 919.0)
(473.0, 919.0)
(515.0, 919.0)
(649.0, 919.0)
(805.0, 919.0)
(846.0, 919.0)
(856.0, 919.0)
(1011.0, 919.0)
(1189.0, 920.0)
(542.0, 921.0)
(1313.0, 921.0)
(1315.0, 921.0)
(50.0, 922.0)
(855.0, 922.0)
(1348.0, 922.0)
(44.0, 923.0)
(67.0, 923.0)
(696.0, 923.0)
(808.0, 923.0)
(1050.0, 923.0)
(70.0, 924.0)
(306.0, 924.0)
(74.0, 925.0)
(632.0, 925.0)
(845.0, 925.0)
(1052.0, 925.0)
(1355.0, 925.0)
(234.0, 926.0)
(7.0, 927.0)
(306.0, 927.0)
(358.0, 927.0)
(888.0, 927.0)
(688.0, 928.0)
(853.0, 928.0)
(39.0, 929.0)
(450.0, 929.0)
(644.0, 929.0)
(679.0, 929.0)
(719.0, 929.0)
(805.0, 929.0)
(807.0, 930.0)
(915.0, 930.0)
(1048.0, 930.0)
(1050.0, 930.0)
(81.0, 931.0)
(414.0, 931.0)
(717.0, 931.0)
(814.0, 931.0)
(828.0, 931.0)
(37.0, 932.0)
(86.0, 932.0)
(303.0, 932.0)
(680.0, 932.0)
(831.0, 932.0)
(1037.0, 932.0)
(1070.0, 932.0)
(440.0, 933.0)
(687.0, 933.0)
(1046.0, 933.0)
(842.0, 934.0)
(1231.0, 934.0)
(1371.0, 934.0)
(38.0, 935.0)
(671.0, 935.0)
(1037.0, 935.0)
(1056.0, 935.0)
(230.0, 936.0)
(850.0, 936.0)
(916.0, 936.0)
(1062.0, 936.0)
(1071.0, 936.0)
(1375.0, 936.0)
(32.0, 937.0)
(264.0, 937.0)
(341.0, 937.0)
(1237.0, 937.0)
(446.0, 938.0)
(699.0, 938.0)
(933.0, 938.0)
(1043.0, 938.0)
(1064.0, 938.0)
(266.0, 939.0)
(662.0, 939.0)
(841.0, 939.0)
(1142.0, 939.0)
(960.0, 940.0)
(1370.0, 940.0)
(228.0, 941.0)
(824.0, 941.0)
(930.0, 941.0)
(1373.0, 942.0)
(645.0, 943.0)
(654.0, 943.0)
(801.0, 943.0)
(827.0, 943.0)
(300.0, 944.0)
(683.0, 944.0)
(804.0, 944.0)
(24.0, 945.0)
(939.0, 945.0)
(947.0, 945.0)
(962.0, 945.0)
(1118.0, 945.0)
(1382.0, 945.0)
(765.0, 946.0)
(1394.0, 946.0)
(298.0, 947.0)
(837.0, 947.0)
(950.0, 947.0)
(961.0, 947.0)
(446.0, 948.0)
(499.0, 948.0)
(952.0, 948.0)
(1102.0, 948.0)
(1397.0, 948.0)
(695.0, 949.0)
(950.0, 949.0)
(1105.0, 949.0)
(1337.0, 949.0)
(1368.0, 949.0)
(1485.0, 949.0)
(21.0, 950.0)
(224.0, 950.0)
(776.0, 950.0)
(357.0, 951.0)
(798.0, 951.0)
(825.0, 951.0)
(845.0, 951.0)
(15.0, 952.0)
(462.0, 952.0)
(801.0, 952.0)
(960.0, 952.0)
(915.0, 953.0)
(965.0, 953.0)
(1184.0, 953.0)
(1392.0, 953.0)
(13.0, 954.0)
(463.0, 954.0)
(1395.0, 954.0)
(606.0, 955.0)
(959.0, 955.0)
(452.0, 956.0)
(698.0, 956.0)
(1193.0, 956.0)
(494.0, 957.0)
(989.0, 957.0)
(982.0, 958.0)
(13.0, 959.0)
(963.0, 959.0)
(988.0, 959.0)
(1389.0, 959.0)
(354.0, 960.0)
(1393.0, 960.0)
(292.0, 961.0)
(531.0, 961.0)
(963.0, 961.0)
(977.0, 961.0)
(386.0, 963.0)
(975.0, 963.0)
(1304.0, 963.0)
(261.0, 964.0)
(264.0, 964.0)
(650.0, 964.0)
(575.0, 965.0)
(911.0, 965.0)
(964.0, 965.0)
(972.0, 965.0)
(266.0, 966.0)
(434.0, 966.0)
(494.0, 967.0)
(685.0, 967.0)
(833.0, 967.0)
(917.0, 967.0)
(969.0, 967.0)
(13.0, 968.0)
(783.0, 968.0)
(994.0, 968.0)
(1148.0, 968.0)
(395.0, 969.0)
(966.0, 969.0)
(425.0, 970.0)
(527.0, 970.0)
(962.0, 970.0)
(1002.0, 970.0)
(1175.0, 970.0)
(989.0, 971.0)
(1203.0, 971.0)
(1232.0, 971.0)
(383.0, 972.0)
(968.0, 972.0)
(1337.0, 972.0)
(974.0, 973.0)
(977.0, 973.0)
(1000.0, 973.0)
(1117.0, 973.0)
(1119.0, 973.0)
(1202.0, 973.0)
(367.0, 974.0)
(829.0, 974.0)
(987.0, 974.0)
(991.0, 974.0)
(993.0, 974.0)
(1336.0, 975.0)
(22.0, 976.0)
(62.0, 976.0)
(286.0, 976.0)
(409.0, 976.0)
(423.0, 976.0)
(779.0, 976.0)
(782.0, 976.0)
(789.0, 976.0)
(828.0, 976.0)
(1117.0, 976.0)
(347.0, 977.0)
(362.0, 977.0)
(439.0, 977.0)
(1131.0, 977.0)
(1191.0, 977.0)
(1194.0, 977.0)
(781.0, 978.0)
(963.0, 978.0)
(966.0, 978.0)
(75.0, 979.0)
(1046.0, 979.0)
(1153.0, 979.0)
(27.0, 980.0)
(400.0, 980.0)
(580.0, 980.0)
(977.0, 980.0)
(435.0, 981.0)
(698.0, 981.0)
(956.0, 981.0)
(972.0, 981.0)
(1130.0, 981.0)
(793.0, 982.0)
(1343.0, 982.0)
(81.0, 983.0)
(698.0, 983.0)
(1329.0, 983.0)
(41.0, 984.0)
(833.0, 985.0)
(36.0, 986.0)
(94.0, 986.0)
(343.0, 986.0)
(386.0, 986.0)
(544.0, 986.0)
(1150.0, 986.0)
(418.0, 987.0)
(958.0, 987.0)
(90.0, 988.0)
(376.0, 988.0)
(788.0, 988.0)
(985.0, 988.0)
(1157.0, 988.0)
(577.0, 989.0)
(962.0, 989.0)
(589.0, 990.0)
(988.0, 990.0)
(430.0, 992.0)
(613.0, 993.0)
(654.0, 993.0)
(701.0, 993.0)
(962.0, 993.0)
(269.0, 994.0)
(278.0, 994.0)
(323.0, 994.0)
(582.0, 994.0)
(1034.0, 994.0)
(316.0, 995.0)
(473.0, 995.0)
(1068.0, 995.0)
(698.0, 996.0)
(1031.0, 996.0)
(317.0, 997.0)
(372.0, 997.0)
(784.0, 997.0)
(962.0, 997.0)
(326.0, 998.0)
(352.0, 998.0)
(596.0, 998.0)
(1356.0, 998.0)
(788.0, 999.0)
(1360.0, 999.0)
(267.0, 1000.0)
(485.0, 1000.0)
(573.0, 1000.0)
(597.0, 1000.0)
(708.0, 1000.0)
(978.0, 1000.0)
(1075.0, 1000.0)
(127.0, 1001.0)
(428.0, 1002.0)
(1361.0, 1002.0)
(1375.0, 1002.0)
(257.0, 1003.0)
(545.0, 1003.0)
(705.0, 1003.0)
(987.0, 1003.0)
(1106.0, 1003.0)
(1108.0, 1003.0)
(141.0, 1004.0)
(1078.0, 1004.0)
(273.0, 1005.0)
(713.0, 1005.0)
(977.0, 1005.0)
(1364.0, 1005.0)
(468.0, 1006.0)
(536.0, 1006.0)
(768.0, 1006.0)
(980.0, 1006.0)
(139.0, 1007.0)
(322.0, 1007.0)
(500.0, 1007.0)
(774.0, 1007.0)
(709.0, 1008.0)
(767.0, 1008.0)
(985.0, 1008.0)
(1393.0, 1008.0)
(492.0, 1009.0)
(978.0, 1009.0)
(1396.0, 1009.0)
(808.0, 1010.0)
(974.0, 1010.0)
(1110.0, 1010.0)
(1352.0, 1010.0)
(319.0, 1011.0)
(480.0, 1011.0)
(855.0, 1011.0)
(945.0, 1011.0)
(254.0, 1012.0)
(663.0, 1012.0)
(739.0, 1012.0)
(814.0, 1012.0)
(952.0, 1012.0)
(313.0, 1013.0)
(320.0, 1013.0)
(983.0, 1013.0)
(1034.0, 1013.0)
(1141.0, 1013.0)
(957.0, 1014.0)
(1122.0, 1014.0)
(315.0, 1015.0)
(978.0, 1015.0)
(982.0, 1015.0)
(1024.0, 1015.0)
(1099.0, 1015.0)
(1324.0, 1015.0)
(226.0, 1016.0)
(471.0, 1016.0)
(749.0, 1016.0)
(1149.0, 1016.0)
(1393.0, 1016.0)
(228.0, 1017.0)
(375.0, 1017.0)
(963.0, 1017.0)
(1020.0, 1017.0)
(1099.0, 1017.0)
(1131.0, 1017.0)
(1331.0, 1017.0)
(1023.0, 1018.0)
(1034.0, 1018.0)
(1073.0, 1018.0)
(528.0, 1019.0)
(866.0, 1019.0)
(873.0, 1019.0)
(1149.0, 1019.0)
(764.0, 1020.0)
(805.0, 1020.0)
(941.0, 1020.0)
(1068.0, 1020.0)
(658.0, 1021.0)
(241.0, 1022.0)
(1311.0, 1022.0)
(115.0, 1023.0)
(541.0, 1023.0)
(769.0, 1023.0)
(810.0, 1023.0)
(869.0, 1023.0)
(1143.0, 1023.0)
(1343.0, 1023.0)
(863.0, 1024.0)
(1012.0, 1024.0)
(1019.0, 1024.0)
(1040.0, 1024.0)
(1050.0, 1024.0)
(455.0, 1025.0)
(805.0, 1025.0)
(946.0, 1025.0)
(33.0, 1026.0)
(371.0, 1026.0)
(446.0, 1026.0)
(861.0, 1026.0)
(1010.0, 1026.0)
(1063.0, 1026.0)
(866.0, 1027.0)
(1322.0, 1027.0)
(401.0, 1028.0)
(525.0, 1028.0)
(953.0, 1028.0)
(1016.0, 1028.0)
(1018.0, 1028.0)
(1027.0, 1028.0)
(809.0, 1029.0)
(942.0, 1029.0)
(948.0, 1029.0)
(1328.0, 1029.0)
(1380.0, 1029.0)
